full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id,passing_yards_2024,passing_tds_2024,rushing_yards_2024,rushing_tds_2024,carries_2024,receptions_2024,receiving_yards_2024,receiving_tds_2024,targets_2024,passing_yards_2025,passing_tds_2025,rushing_yards_2025,rushing_tds_2025,carries_2025,receptions_2025,receiving_yards_2025,receiving_tds_2025,targets_2025,snap_share_2024,target_share_2024,snap_share_2025,target_share_2025,adp,adp_rank,ecr_rank,ecr_tier,sos_season,proj_points,custom_proj_points,bonus_points,total_points,fp_total_points,vols,games,wk_mean,wk_std,boom_rate,bust_rate,consistency,is_rookie,draft_pick,availability,floor,ceiling,p10,p90,P_pos1,P_pos2,P_pos3,p_elite,p_startable,p_bust,floor_healthy,ceiling_healthy,xppg,xppg_diff,switched_team,regression
Skyler Bell,WR,BUF,24.0,7.0,Active,0.0,13402,,,1f9e2e7e-d692-4494-adfb-86437a976450,BEL597603,,,,,,,,,,,,,,,,,,,,,,,169.9,169.9,315.0,13.0,4 out of 5 stars,42.6,42.45,4.806416536040029,47.256416536040035,47.256416536040035,-163.90743879044973,,,,,,,True,125.0,,26.973503555532044,58.469057038002035,20.60161544454412,70.46974918338012,0.0,0.0,5e-05,0.0,0.0,1.0,28.670641382984385,56.79722823974993,,,False,
Charlie Kolar,TE,LAC,27.0,7.0,Active,4.0,8127,,,3c048ac9-2c0f-4bf0-9ddc-ce99c9387ac8,00-0038046,0.0,0.0,2.0,0.0,1.0,9.0,131.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,142.0,2.0,15.0,0.3007692307692308,0.024070021881838,0.4035294117647059,0.0368550368550368,170.0,170.0,476.0,15.0,4 out of 5 stars,49.400000000000006,49.72,5.570164284916396,55.29016428491639,55.29016428491639,-121.38214850221664,23.0,2.8043478260869565,3.8167666302619847,0.0434782608695652,0.8260869565217391,1.361017558077917,False,,,35.05852852886094,73.2508511478855,26.757164331333385,87.47394529006458,0.00085,0.01105,0.09605,0.0,0.00085,0.99915,37.010233222604775,71.01050961546743,2.7711111111111113,0.8122222222222222,True,Sustainable
Joshua Simon,TE,ATL,25.0,11.0,Active,1.0,12883,,,45892890-246c-11f0-9194-77c874aa65db,00-0040552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Sterling Shepard,WR,,33.0,,Active,10.0,3200,2976592.0,29274.0,1ffc735b-74d8-44d2-ab32-00c5485c799f,00-0032385,0.0,0.0,69.0,0.0,8.0,32.0,334.0,1.0,51.0,0.0,0.0,19.0,0.0,4.0,39.0,371.0,1.0,53.0,0.5328571428571428,0.0905861456483126,0.5615384615384615,0.0979667282809611,170.0,170.0,,,,,,,,,,26.0,6.242307692307692,3.3856370835543586,0.0,0.4230769230769231,0.5423694650179502,False,,,,,,,,,,,,,,,7.29,-1.0476923076923077,True,Sustainable
Gerald Everett,TE,,30.0,,Active,8.0,4089,3918639.0,30157.0,ebeceb00-57e0-4b74-9cf7-853da2afed18,00-0033895,0.0,0.0,0.0,0.0,0.0,8.0,36.0,0.0,13.0,,,,,,,,,,0.2158823529411764,0.0247148288973384,,,170.0,170.0,,,,,,,,,,10.0,1.16,1.3293273152655487,0.0,0.9,1.1459718235047835,False,,0.8076470588235295,,,,,,,,,,,,,2.4000000000000004,-1.1111111111111116,False,Buy-low
Dare Ogunbowale,RB,,31.0,,Active,9.0,4718,2983509.0,30860.0,42b57148-fc06-4aee-b40b-bb941271b5b7,00-0033854,0.0,0.0,112.0,0.0,30.0,19.0,198.0,1.0,28.0,0.0,0.0,25.0,1.0,11.0,10.0,76.0,0.0,13.0,0.2764705882352941,0.0511882998171846,0.1117647058823529,0.023508137432188,170.0,170.0,,,,,,,,,,30.0,2.7366666666666664,3.887600388621391,0.0,0.8666666666666667,1.420560434331812,False,,0.6778235294117646,,,,,,,,,,,,,3.850769230769231,-0.677692307692308,True,Sustainable
Ihmir Smith-Marsette,WR,ARI,26.0,14.0,Active,5.0,7559,,,39156891-0d05-470b-8b64-751602820bb1,00-0036635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.008,0.0,,,170.0,170.0,,,,,,,,,,15.0,0.0,0.0,0.0,1.0,,False,,0.9305882352941176,,,,,,,,,,,,,,,True,
Bub Means,WR,NO,25.0,8.0,Active,2.0,11748,,,ef0feb13-57b8-474c-a723-cf03f57a321a,00-0039386,0.0,0.0,0.0,0.0,0.0,9.0,118.0,1.0,15.0,,,,,,,,,,0.2971428571428571,0.0290135396518375,,,170.0,170.0,,,,106.4,106.4,12.193553697490504,118.5935536974905,118.5935536974905,-92.57030162899926,,,,,,,True,,,73.19466301337275,157.76976405908076,54.93575782920954,189.65644119917897,0.01045,0.0254,0.04545,0.0016,0.05695,0.94305,77.43174554162275,153.51346757370624,,,False,
Terrell Jennings,RB,NE,25.0,11.0,Active,2.0,12412,,,e6fc9a80-1168-11ef-8e6a-d7d3a1fb0861,00-0039757,0.0,0.0,33.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0,1.0,23.0,1.0,9.0,0.0,1.0,0.1966666666666666,0.002,0.0828571428571428,0.0020746887966804,170.0,170.0,405.0,14.0,2 out of 5 stars,,,,,,,8.0,2.3125,3.753260487324891,0.0,0.875,1.6230315620864395,False,,,,,,,,,,,,,,,,,False,
Kevin Austin,WR,NO,26.0,8.0,Active,4.0,8200,,,3173c5c0-cbb6-11ec-88c8-199e5defa0d2,00-0037231,0.0,0.0,9.0,0.0,1.0,11.0,151.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,13.0,140.0,1.0,23.0,0.665,0.0425531914893617,0.4425,0.0407079646017699,170.0,170.0,450.0,15.0,3 out of 5 stars,,,,,,,13.0,4.615384615384615,3.923188786740992,0.0,0.6923076923076923,0.8500242371272149,False,,,,,,,,,,,,,,,5.423076923076923,-0.8076923076923084,False,Sustainable
Najee Harris,RB,,27.0,,Active,5.0,7528,,,48ec58c3-ec26-4434-b005-8d34035e6667,00-0036893,0.0,0.0,1043.0,6.0,263.0,36.0,283.0,0.0,48.0,0.0,0.0,61.0,0.0,15.0,3.0,25.0,0.0,3.0,0.5,0.1043478260869565,0.2166666666666666,0.0055147058823529,170.0,170.0,297.0,12.0,3 out of 5 stars,,,,,,,20.0,10.81,5.917049406943509,0.1,0.2,0.5473681227514808,False,,0.7542941176470588,,,,,,,,,,,,,11.180952380952382,-0.46666666666666856,True,Sustainable
,DEF,CIN,,6.0,,,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Tyler Loop,K,BAL,24.0,13.0,Active,1.0,12711,,,a6b8b5d3-a2f2-4532-ade3-dc122b6b240c,00-0040074,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,161.2,161.2,214.0,11.0,3 out of 5 stars,132.0,42.6,109.02943603851443,151.62943603851443,151.62943603851443,0.0,17.0,8.294117647058824,4.027479141509502,0.1764705882352941,0.2352941176470588,0.4855825915295144,False,,0.98,121.29024717275388,186.7084789120667,103.4463898312898,207.1622026080773,0.4718,0.40185,0.12635,0.1046,0.4718,0.5282,121.4168920034216,179.61432090227422,,,False,
Raheem Blackshear,RB,,27.0,,Active,4.0,8255,,,f64a23e0-d457-11ec-9026-65785f74dc2a,00-0037429,0.0,0.0,80.0,0.0,15.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.071875,0.0,,,170.0,170.0,,,,,,,,,,16.0,0.5,1.259100207820384,0.0,1.0,2.518200415640768,False,,0.7726470588235294,,,,,,,,,,,,,,,True,
Michael Mayer,TE,LV,25.0,13.0,Active,3.0,9482,,,31f4645a-7ccb-4633-8580-2fca361beb4f,00-0039066,0.0,0.0,0.0,0.0,0.0,21.0,156.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,35.0,328.0,1.0,50.0,0.63,0.054054054054054,0.6176923076923077,0.1012145748987854,170.0,170.0,356.0,14.0,3 out of 5 stars,90.1,90.13,11.90962504248029,102.03962504248028,102.03962504248028,-74.63268774465274,24.0,4.6000000000000005,4.9002218228406225,0.0833333333333333,0.625,1.0652656136610048,False,,,69.17788006373927,132.27000468453818,53.5845680755805,154.16246637214698,0.03755,0.1822,0.4097,0.0022,0.03755,0.96245,72.94016903233376,127.8613468788269,5.400869565217391,-0.6008695652173914,False,Sustainable
Cairo Santos,K,CHI,34.0,10.0,Active,12.0,2020,17427.0,28227.0,d96ff17c-841a-4768-8e08-3a4cfcb7f717,00-0031203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,166.2,166.2,224.0,11.0,0 out of 5 stars,132.8,38.3,115.17193947730398,153.47193947730398,153.47193947730398,1.8425034387895496,32.0,7.75,4.81261782428032,0.1875,0.21875,0.6209829450684283,False,,0.964470588235294,119.24560507719954,191.02423088570305,99.53456929795446,214.35168842075143,0.48995,0.37035,0.1397,0.1286,0.48995,0.51005,120.65231258190164,184.07633337734669,,,False,
Tyler Bass,K,BUF,29.0,7.0,Active,6.0,7042,3917232.0,32858.0,bfccbff4-bc01-41ed-aa11-be976160504c,00-0036162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,169.9,169.9,383.0,14.0,2 out of 5 stars,123.5,41.8,98.28005502063274,140.08005502063276,140.08005502063276,-11.549381017881672,17.0,8.588235294117647,3.641064808703145,0.1764705882352941,0.1176470588235294,0.4239596010133799,False,,0.985,112.98652935059604,170.37010550098952,96.87591738839156,188.5167875264038,0.3386,0.4869,0.1745,0.04815,0.3386,0.6614,112.85440020725162,164.12945771532458,,,False,
Malik Davis,RB,DAL,27.0,14.0,Active,4.0,8800,,,7caf1f90-d30d-11ec-8b77-45b1765fd110,00-0037563,,,,,,,,,,0.0,0.0,250.0,2.0,52.0,2.0,16.0,0.0,5.0,,,0.207,0.0082372322899505,170.1,170.1,280.0,12.0,4 out of 5 stars,71.1,71.5,15.768271758730087,87.2682717587301,87.2682717587301,-121.0849812147151,10.0,4.0600000000000005,4.809989604978372,0.0,0.7,1.184726503689254,False,,,56.01089968259103,115.24337782008725,42.20050645102022,135.6575548343457,0.00025,0.00385,0.0334,5e-05,0.01355,0.98645,61.0398360512999,110.29286567268464,4.696666666666666,-0.18555555555555525,False,Sustainable
Anthony Firkser,TE,WAS,31.0,7.0,Active,9.0,4435,3049698.0,30571.0,b0719e3d-199b-46e5-a2b4-1091f6fd5c0d,00-0033455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,53.0,0.0,10.0,0.0685714285714285,0.0,0.3971428571428572,0.0181818181818181,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,
Max Klare,TE,LAR,23.0,11.0,Active,0.0,13278,,,680fc10a-4de2-4571-b228-2c2fd79d437f,KLA269938,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,331.0,13.0,4 out of 5 stars,19.8,19.96,2.3619268321140656,22.321926832114062,22.321926832114062,-154.35038595501896,,,,,,,True,61.0,,13.665217579229468,29.7531881194981,10.456561523432963,35.71310658833091,0.0,0.0,0.00025,0.0,0.0,1.0,14.601870789424249,28.981160196713383,,,False,
Luke Grimm,WR,LAC,24.0,7.0,Active,1.0,12803,,,d6933d60-238d-11f0-b20f-f13e07eacbeb,00-0040461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Roschon Johnson,RB,CHI,25.0,10.0,Active,3.0,10235,,,e3c414c0-be8c-4807-af9c-f91d89c83e60,00-0039021,0.0,0.0,150.0,6.0,55.0,16.0,104.0,0.0,20.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2814285714285714,0.0380228136882129,0.0085714285714285,0.0,169.9,169.9,447.0,15.0,2 out of 5 stars,34.3,34.300000000000004,6.15760412024693,40.457604120246934,40.457604120246934,-167.89564885319825,19.0,4.163157894736842,4.646290100274243,0.0,0.631578947368421,1.116049455185975,False,,0.744,21.719175127106848,55.55934786590079,14.61842295510993,67.0156860074414,0.0,0.0,0.0002,0.0,0.0,1.0,28.804587643228075,50.99450237705188,5.502142857142857,0.14785714285714224,False,Sustainable
Junior Bergen,WR,SF,23.0,8.0,Active,1.0,12743,,,b67ab6d1-bed0-4dd0-a21a-d4108fc07711,00-0040247,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Ka'imi Fairbairn,K,HOU,32.0,8.0,Active,10.0,3451,2971573.0,29792.0,203b60aa-cb94-499c-a4ca-d3c6b94dddc4,00-0032726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,124.0,124.0,203.0,11.0,2 out of 5 stars,144.5,31.4,139.3580467675378,170.75804676753782,170.75804676753782,19.128610729023393,32.0,11.84375,6.258462013481711,0.40625,0.09375,0.5284189562834162,False,,0.9056470588235296,130.01393877122803,212.3796895239007,106.07381080109514,236.899474472868,0.62165,0.2666,0.11175,0.22925,0.62165,0.37835,136.0708037845257,202.9216646408079,,,False,
Laquon Treadwell,WR,IND,31.0,13.0,Active,10.0,3155,3051889.0,29257.0,2e0badcd-b78c-40ee-a83b-a1bbb36bc545,00-0032951,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,,0.059,0.0,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Sam Howell,QB,DAL,25.0,14.0,Active,4.0,8162,,,7d85e9c2-f464-4654-9200-acfcffd7dfaf,00-0037077,24.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.215,,,,170.0,170.0,,,,,,,,,,,,,,,,True,,0.7347058823529411,,,,,,,,,,,,,,,True,
Caleb Williams,QB,CHI,24.0,10.0,Active,2.0,11560,,,49d4b627-3f19-49a8-ae33-f539e0fb1f88,00-0039918,3541.0,20.0,489.0,0.0,81.0,0.0,0.0,0.0,0.0,3942.0,27.0,383.0,3.0,77.0,2.0,22.0,1.0,2.0,0.9876470588235292,,0.9905882352941175,,100.4,100.4,65.0,6.0,3 out of 5 stars,299.8,345.31,23.40455924656287,359.2059925960441,368.7145592465629,-3.4277778983951066,34.0,19.72705882352941,10.205126320068564,0.3529411764705882,0.2941176470588235,0.5173161600702696,False,,0.97,285.69089563822376,443.54623485755104,241.2575942769293,491.58683368219545,0.46635,0.4145,0.1084,0.0909,0.46635,0.53365,287.14938239155543,426.70592089467766,18.535833333333333,-1.355833333333333,False,Sustainable
Will Kacmarek,TE,MIA,23.0,6.0,Active,0.0,13434,,,8f405d6d-46dd-4f4e-b6cf-52379cd9bb54,KAC282861,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,61.7,61.77,8.091200106283681,69.86120010628369,69.86120010628369,-106.81111268084932,,,,,,,True,87.0,,41.573347220351515,90.91008073083566,31.83239896816049,109.52992627045364,0.0061,0.04185,0.18695,0.00055,0.0061,0.9939,44.21772391877299,88.19196872378419,,,False,
Travis Homer,RB,PIT,27.0,9.0,Active,7.0,6012,4037457.0,32036.0,4afb77d8-4564-469b-be4c-5a8587df8046,00-0035594,0.0,0.0,23.0,0.0,6.0,3.0,11.0,0.0,3.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.116,0.0057034220532319,0.0069999999999999,0.0,170.0,170.0,,,,,,,,,,16.0,0.3874999999999999,1.0423531071570706,0.0,1.0,2.6899435023408276,False,,,,,,,,,,,,,,,,,True,
Tyler Scott,WR,LAR,24.0,11.0,Active,3.0,9490,,,6833ad69-9f24-4780-989c-83bdb090ec5e,00-0038941,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,,,,,,,,,,0.0254545454545454,0.0019011406844106,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Jalen Reagor,WR,MIA,27.0,6.0,Active,6.0,6798,4241802.0,32691.0,06ff7f42-5fe7-4899-84a5-9ba5349d17e8,00-0036387,0.0,0.0,-3.0,0.0,3.0,7.0,100.0,0.0,12.0,,,,,,,,,,0.2825,0.0244399185336048,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,
Shane Zylstra,TE,BUF,29.0,7.0,Active,5.0,8041,,,0cafaac9-20fb-4e5a-9362-158d8a4e7904,00-0036534,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,5.0,0.1358333333333333,0.0019157088122605,0.3999999999999999,0.009090909090909,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,
Alvin Kamara,RB,NO,30.0,8.0,Active,9.0,4035,3054850.0,30180.0,d9c857b2-97da-4fb8-a527-afbbb2a67413,00-0033906,0.0,0.0,950.0,6.0,228.0,68.0,543.0,2.0,89.0,0.0,0.0,471.0,1.0,131.0,33.0,186.0,0.0,39.0,0.7085714285714285,0.172147001934236,0.6372727272727272,0.0690265486725663,147.9,147.9,141.0,9.0,3 out of 5 stars,123.5,123.82,27.54429975692288,151.36429975692286,151.36429975692286,-56.98895321652233,25.0,14.8,8.645952810419452,0.16,0.12,0.5841860007040169,False,,0.6910588235294117,75.3757841803318,211.86780326939808,44.002878054697746,248.1704528077929,0.02875,0.1293,0.23325,0.0008,0.2701,0.7299,119.67385220206953,180.8468830651517,15.84,-1.1999999999999993,False,Buy-low
D.J. Williams,RB,,25.0,,Inactive,1.0,11989,,,38f29610-0713-11ef-80af-99b01a8e5b02,00-0039595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Brandon Johnson,WR,LV,27.0,13.0,Active,4.0,8756,,,d90f8660-d251-11ec-b16e-cf7159baf83d,00-0037382,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,,,,,,,,,,0.0999999999999999,0.0021739130434782,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,
Jarquez Hunter,RB,LAR,23.0,11.0,Active,1.0,11569,,,e71d4c32-3233-467f-ab01-71de34e5d9b4,00-0040692,,,,,,,,,,,,,,,,,,,,,0.0,,170.0,170.0,316.0,13.0,5 out of 5 stars,23.2,23.2,5.336360291213547,28.536360291213548,28.536360291213548,-179.81689268223164,,,,,,,True,,,17.02489455065399,38.39514873273098,12.74438950254048,46.58592778148844,0.0,0.0,0.0,0.0,0.0,1.0,18.643090451434936,36.962046656950406,,,False,
Nikko Remigio,WR,KC,26.0,5.0,Active,3.0,11320,,,52b850b0-ec3b-11ed-aeaf-cb0dc6206dc5,00-0038519,0.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,6.0,0.0,0.0,11.0,0.0,1.0,1.0,21.0,0.0,1.0,0.206,0.0104895104895104,0.0328571428571428,0.0018214936247723,170.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,-211.16385532648977,19.0,0.5789473684210527,1.678153398950572,0.0,0.9473684210526316,2.898628598187351,False,,0.7394117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,False,
Bauer Sharp,TE,TB,23.0,10.0,Active,0.0,13308,,,613e095e-7bd0-4e02-b21d-fc3f846b0937,SHA375359,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,28.2,28.200000000000003,3.433137582324343,31.633137582324345,31.633137582324345,-145.03917520480869,,,,,,,True,185.0,,18.139146529555816,39.383730792403554,13.6232663636837,47.540335258053865,0.0,0.00015,0.0032,0.0,0.0,1.0,19.27575617879507,38.20260898219596,,,False,
Tip Reiman,TE,ARI,24.0,14.0,Active,2.0,11716,,,44767e85-080f-4212-b2f2-cba160c81a9f,00-0039737,0.0,0.0,0.0,0.0,0.0,6.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,5.0,0.4123529411764706,0.0133843212237093,0.37,0.0081037277147487,170.0,170.0,,,,8.399999999999999,8.45,1.138070058302037,9.588070058302035,9.588070058302035,-167.084242728831,11.0,1.318181818181818,1.1574266126352737,0.0,1.0,0.8780477751026213,False,,,6.877260143789695,12.205052913770151,5.4917922712438525,14.013511663742989,0.0,0.0,0.0,0.0,0.0,1.0,7.1788616873786095,11.75988584796512,2.22375,-0.4112499999999999,False,Sustainable
Oscar Delp,TE,NO,22.0,8.0,Active,0.0,13319,,,e30ac2bf-f359-4913-8e92-0a97a7ebf289,DEL659316,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,295.0,12.0,2 out of 5 stars,8.9,8.75,1.169586100756704,9.919586100756703,9.919586100756703,-166.75272668637632,,,,,,,True,73.0,,5.908995888137521,12.858784082328455,4.4621574834072995,15.58953699891068,0.0,0.0,0.0,0.0,0.0,1.0,6.253624457672628,12.477578745133288,,,False,
Graham Gano,K,,38.0,,Active,17.0,503,12460.0,9526.0,63f8a401-f308-4463-9d0b-4335b98da682,00-0026858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.9,169.9,,,,,,,,,,15.0,6.0,4.088310863215481,0.0666666666666666,0.4,0.6813851438692469,False,,,,,,,,,,,,,,,,,True,
Cedrick Wilson,WR,DET,30.0,6.0,Active,8.0,5113,4036335.0,31178.0,a964f59b-af2b-48e1-b64d-c376cc1d8c28,00-0034418,21.0,1.0,0.0,0.0,0.0,20.0,211.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,5.0,44.0,0.0,9.0,0.396,0.0522243713733075,0.355,0.0194805194805194,170.0,170.0,,,,,,,,,,19.0,3.333684210526316,4.029199273258364,0.0,0.8947368421052632,1.2086325574977723,False,,,,,,,,,,,,,,,3.5300000000000002,0.30374999999999996,True,Sustainable
Ryan Flournoy,WR,DAL,26.0,14.0,Active,2.0,11783,,,ebf6bc25-5e74-4588-86d6-5dadba3f9bcd,00-0039410,0.0,0.0,0.0,0.0,0.0,10.0,102.0,0.0,14.0,0.0,0.0,25.0,0.0,4.0,40.0,475.0,4.0,56.0,0.2,0.022508038585209,0.4475,0.0922570016474464,170.5,170.5,179.0,10.0,2 out of 5 stars,89.5,89.70000000000002,10.978369608369263,100.67836960836928,100.67836960836928,-110.48548571812049,24.0,5.591666666666666,6.381625570929105,0.0416666666666666,0.5833333333333334,1.141274319689259,False,,0.8129411764705883,61.07811488194735,133.36350920831265,44.55847964891114,158.15859504006673,0.0022,0.00915,0.01905,0.0001,0.0194,0.9806,71.40939189186814,126.5821181099296,6.258,0.3519999999999994,False,Sustainable
Justyn Ross,WR,,25.0,,Active,3.0,8140,,,cce91700-ce0c-11ec-8f7c-f5226825ea6a,00-0037216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0.09,0.0017482517482517,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Grant DuBose,WR,,24.0,,Active,2.0,11024,,,3b590cad-60c1-471d-a54a-d593a676afa9,00-0038507,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,4.0,,,,,,,,,,0.2266666666666666,0.0070422535211267,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,
Luke Schoonmaker,TE,DAL,27.0,14.0,Active,3.0,10871,,,143957a7-4649-4a19-b351-e606edc75ebd,00-0038547,0.0,0.0,0.0,0.0,0.0,27.0,241.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,14.0,132.0,0.0,23.0,0.3447058823529412,0.0578778135048231,0.3294117647058823,0.0378912685337726,170.0,170.0,472.0,15.0,2 out of 5 stars,31.0,30.770000000000003,3.964618441070071,34.734618441070076,34.734618441070076,-141.93769434606295,26.0,3.242307692307693,3.8137826972100104,0.0,0.7692307692307693,1.176255636150181,False,,0.8110588235294118,20.96521747909487,46.2340558926562,15.268009066014068,55.582276309868696,5e-05,0.00025,0.0073,0.0,5e-05,0.99995,24.50490952465306,43.78778632164143,3.8562499999999997,-0.34375,False,Sustainable
Emanuel Wilson,RB,SEA,27.0,11.0,Active,3.0,11435,,,05266280-f323-11ed-bd27-0bcbcaae8d67,00-0038797,0.0,0.0,502.0,4.0,103.0,11.0,48.0,1.0,14.0,0.0,0.0,496.0,3.0,125.0,15.0,99.0,0.0,17.0,0.2341176470588235,0.0301724137931034,0.3111764705882353,0.0369565217391304,170.5,170.5,170.0,10.0,4 out of 5 stars,51.2,51.06000000000001,12.67540210619224,63.735402106192254,63.735402106192254,-144.61785086725294,34.0,5.544117647058824,5.947252545018128,0.0294117647058823,0.6470588235294118,1.0727139868998214,False,,0.7778235294117646,37.13791990514194,85.7027945730155,26.179168231175993,101.7324966423069,0.0,0.00055,0.00505,0.0,0.0017,0.9983,45.85497664153077,79.56970797184654,5.573428571428571,-0.010571428571428676,True,Sustainable
JP Richardson,WR,CHI,24.0,10.0,Active,1.0,12746,,,46e7a540-22fa-11f0-9b1e-5bbc697f9f6c,00-0040275,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Jason Myers,K,SEA,35.0,11.0,Active,11.0,2747,2473037.0,28378.0,7af4c94b-529b-4403-ab66-2bfed3fcf0c7,00-0031492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,122.7,122.7,204.0,11.0,4 out of 5 stars,150.4,41.0,133.21554332874828,174.21554332874828,174.21554332874828,22.586107290233855,34.0,10.323529411764708,5.226509283162857,0.2941176470588235,0.1470588235294117,0.5062715544944077,False,,0.978,137.89984686381152,213.99608469278783,116.15637464333452,238.10798086402383,0.673,0.2413,0.0857,0.24655,0.673,0.327,138.6235913517278,206.4089604953614,,,False,
Jacoby Brissett,QB,ARI,33.0,14.0,Active,10.0,3257,2578570.0,29325.0,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,00-0033119,826.0,2.0,62.0,0.0,15.0,0.0,0.0,0.0,0.0,3366.0,23.0,168.0,1.0,38.0,0.0,0.0,0.0,0.0,0.69875,,0.8571428571428571,,170.4,170.4,181.0,10.0,2 out of 5 stars,232.4,261.32599999999996,16.004662463307078,277.330662463307,277.330662463307,-85.30310803113218,21.0,15.651428571428571,10.001679001904773,0.238095238095238,0.3809523809523809,0.6390265882925649,False,,0.6465882352941177,120.63790745519572,404.89814811375504,59.76462909298369,482.4786767728424,0.2632,0.25455,0.4154,0.0818,0.2632,0.7368,217.47442496161997,332.4594706446825,14.965238095238094,-1.5119047619047592,False,Sustainable
Michael Badgley,K,,30.0,,Active,7.0,5230,3123052.0,31366.0,375b0d7f-8d03-4111-8c1b-62907f0326a1,00-0034084,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,170.0,170.0,,,,,,,,,,9.0,7.0,3.708099243547832,0.1111111111111111,0.1111111111111111,0.5297284633639759,False,,,,,,,,,,,,,,,,,True,
