full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id,passing_yards_2024,passing_tds_2024,rushing_yards_2024,rushing_tds_2024,carries_2024,receptions_2024,receiving_yards_2024,receiving_tds_2024,targets_2024,passing_yards_2025,passing_tds_2025,rushing_yards_2025,rushing_tds_2025,carries_2025,receptions_2025,receiving_yards_2025,receiving_tds_2025,targets_2025,snap_share_2024,target_share_2024,snap_share_2025,target_share_2025,adp,adp_rank,ecr_rank,ecr_tier,sos_season,proj_points,custom_proj_points,bonus_points,total_points,vols,games,wk_mean,wk_std,boom_rate,bust_rate,consistency,is_rookie,draft_pick,availability,floor,ceiling,p10,p90,P_pos1,P_pos2,P_pos3,p_elite,p_startable,p_bust,overall_rank,pos_rank,pos_label,rank_ecr,rank_composite,value_gap,market,risk_tier
Garrett Wilson,WR,NYJ,25.0,13.0,Active,4.0,8146,,,68d72fe0-79b2-4fdb-afd5-6c79676e77f3,00-0037740,0.0,0.0,5.0,0.0,2.0,101.0,1104.0,7.0,153.0,0.0,0.0,0.0,0.0,0.0,36.0,395.0,4.0,59.0,0.963,0.26,0.87,0.125,36.5,36.0,28.0,4.0,4 out of 5 stars,245.6,245.08,30.286,275.366,67.503,24.0,14.725,7.8,0.25,0.125,0.53,False,,0.85,200.564,346.97,157.66,393.71,0.339,0.276,0.167,0.067,0.782,0.218,32,13,WR13,31,31,4.0,fair,Balanced
Zay Flowers,WR,BAL,25.0,13.0,Active,3.0,9997,,,2b6d74b7-10fb-4f17-99c8-9bb557fb475b,00-0039064,0.0,0.0,56.0,0.0,9.0,74.0,1059.0,4.0,116.0,0.0,0.0,62.0,1.0,10.0,86.0,1211.0,5.0,118.0,0.746,0.254,0.865,0.29,32.0,32.0,34.0,4.0,4 out of 5 stars,243.5,243.56,29.963,273.523,65.661,34.0,13.494,7.565,0.206,0.206,0.561,False,,0.956,216.322,339.684,180.636,379.975,0.327,0.324,0.185,0.053,0.836,0.164,33,14,WR14,33,32,-1.0,fair,Balanced
Kyren Williams,RB,LAR,25.0,11.0,Active,4.0,8150,,,19d44771-8f1d-4127-9b7d-230da137f15d,00-0037840,0.0,0.0,1299.0,14.0,316.0,34.0,182.0,2.0,40.0,0.0,0.0,1252.0,10.0,259.0,36.0,281.0,3.0,50.0,0.864,0.074,0.683,0.086,31.0,31.0,42.0,5.0,5 out of 5 stars,243.0,242.53,48.681,291.211,64.566,33.0,16.527,6.002,0.212,0.03,0.363,False,,0.873,221.936,359.822,178.829,401.928,0.316,0.411,0.178,0.033,0.847,0.153,34,17,RB17,35,33,-3.0,fair,Safe
Cam Skattebo,RB,NYG,24.0,8.0,Active,1.0,12481,,,e1f0c72d-f4d0-4c24-93a4-8a12b9a2efd2,00-0040715,,,,,,,,,,0.0,0.0,410.0,5.0,101.0,24.0,207.0,2.0,32.0,,,0.522,0.064,44.5,45.0,55.0,6.0,4 out of 5 stars,244.3,244.19,52.533,296.723,70.078,8.0,15.962,8.73,0.25,0.125,0.547,False,,,215.945,373.412,169.442,422.044,0.345,0.374,0.174,0.05,0.829,0.171,31,16,RB16,39,34,14.0,VALUE,Balanced
DeVonta Smith,WR,PHI,27.0,10.0,Active,5.0,7525,,,3555d07e-57ae-43de-97d5-b1b5bf055f17,00-0036912,0.0,0.0,1.0,0.0,1.0,68.0,833.0,8.0,89.0,0.0,0.0,0.0,0.0,0.0,77.0,1008.0,4.0,113.0,0.885,0.213,0.844,0.244,28.5,28.0,27.0,4.0,4 out of 5 stars,236.2,236.2,28.23,264.43,56.567,30.0,13.373,8.197,0.2,0.2,0.613,False,,0.909,200.027,329.272,163.376,370.882,0.278,0.299,0.2,0.042,0.777,0.223,36,15,WR15,32,35,-8.0,fair,Boom/Bust
Travis Etienne,RB,NO,27.0,8.0,Active,5.0,7543,,,970693f0-0af4-4627-ac0c-bf519f7433ee,00-0036973,0.0,0.0,558.0,2.0,150.0,39.0,254.0,0.0,52.0,0.0,0.0,1107.0,7.0,260.0,36.0,292.0,6.0,52.0,0.539,0.1,0.601,0.095,34.0,33.0,47.0,5.0,3 out of 5 stars,235.1,234.68,54.426,289.106,62.461,32.0,12.066,6.475,0.094,0.188,0.537,False,,0.895,218.234,357.742,176.975,402.798,0.305,0.407,0.19,0.034,0.838,0.162,35,18,RB18,38,36,-2.0,fair,Balanced
Javonte Williams,RB,DAL,26.0,14.0,Active,5.0,7588,,,889dcdc5-3d88-45df-9677-5ad7ff87c011,00-0036997,0.0,0.0,513.0,4.0,139.0,52.0,346.0,0.0,70.0,0.0,0.0,1201.0,11.0,252.0,35.0,137.0,2.0,51.0,0.522,0.128,0.69,0.084,35.0,34.0,48.0,5.0,4 out of 5 stars,228.9,229.33,49.632,278.962,52.317,33.0,12.385,6.721,0.121,0.152,0.543,False,,0.92,216.133,347.07,178.67,388.083,0.266,0.427,0.212,0.023,0.836,0.164,38,20,RB20,41,37,-4.0,fair,Balanced
Tetairoa McMillan,WR,CAR,23.0,5.0,Active,1.0,12526,,,874de000-586c-4999-ac12-02766563e200,00-0040124,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,70.0,1014.0,7.0,122.0,,,0.872,0.254,38.5,40.0,25.0,4.0,2 out of 5 stars,227.2,227.09,24.909,251.999,44.137,17.0,12.553,7.067,0.059,0.118,0.563,False,,0.947,194.681,312.417,160.438,349.524,0.221,0.298,0.23,0.024,0.749,0.251,40,16,WR16,34,38,0.0,fair,Balanced
Colston Loveland,TE,CHI,22.0,10.0,Active,1.0,12517,,,62cd2cd5-8b40-4ee6-bfb8-0083edd105a2,00-0040126,,,,,,,,,,0.0,0.0,-2.0,0.0,1.0,58.0,713.0,6.0,82.0,,,0.645,0.154,41.5,41.0,38.0,5.0,2 out of 5 stars,207.7,207.83,24.964,232.794,46.173,16.0,10.319,8.5,0.188,0.188,0.824,False,,0.92,169.361,295.036,135.702,337.137,0.702,0.205,0.04,0.248,0.702,0.298,39,3,TE3,37,39,2.0,fair,Boom/Bust
Bucky Irving,RB,TB,23.0,10.0,Active,2.0,11584,,,c5249c6f-bd1b-4352-8228-de2bd499ca0d,00-0039361,0.0,0.0,1122.0,8.0,207.0,47.0,392.0,0.0,52.0,0.0,0.0,588.0,1.0,173.0,30.0,277.0,3.0,35.0,0.444,0.092,0.616,0.065,57.5,59.0,56.0,6.0,2 out of 5 stars,228.6,228.81,53.516,282.326,55.681,27.0,14.33,6.869,0.148,0.074,0.479,False,,0.827,197.224,358.778,147.844,406.435,0.293,0.354,0.211,0.036,0.775,0.225,37,19,RB19,44,40,22.0,VALUE,Injury Risk
D'Andre Swift,RB,CHI,27.0,10.0,Active,6.0,6790,4259545.0,32705.0,cc4b5f58-a11c-4450-a1df-617ad88336e4,00-0036275,0.0,0.0,959.0,6.0,253.0,42.0,386.0,0.0,52.0,0.0,0.0,1087.0,9.0,223.0,34.0,299.0,1.0,48.0,0.668,0.099,0.579,0.09,52.0,50.0,62.0,6.0,2 out of 5 stars,222.7,222.09,48.672,270.762,44.117,33.0,13.488,6.669,0.242,0.121,0.494,False,,0.895,207.18,335.647,168.051,378.037,0.23,0.417,0.243,0.019,0.805,0.195,41,21,RB21,50,41,9.0,fair,Balanced
Tyler Warren,TE,IND,24.0,13.0,Active,1.0,12518,,,c8fe3913-1210-4142-b9c1-c119ef702ca5,00-0040128,,,,,,,,,,0.0,0.0,8.0,1.0,6.0,76.0,817.0,4.0,112.0,,,0.838,0.211,64.5,64.0,53.0,6.0,3 out of 5 stars,201.7,201.75,25.116,226.866,40.245,17.0,11.088,4.878,0.235,0.059,0.44,False,,0.94,179.768,278.764,150.617,308.863,0.736,0.189,0.025,0.189,0.736,0.264,44,4,TE4,47,42,20.0,VALUE,Safe
Quinshon Judkins,RB,CLE,22.0,11.0,Active,1.0,12512,,,268c6ae2-278b-49f8-b7cd-b367944412f3,00-0040784,,,,,,,,,,0.0,0.0,827.0,7.0,230.0,26.0,171.0,0.0,36.0,,,0.505,0.069,54.0,54.0,60.0,6.0,3 out of 5 stars,213.7,213.96,55.185,269.145,42.5,14.0,11.986,6.664,0.143,0.286,0.556,False,,0.848,194.074,340.032,147.63,387.139,0.234,0.378,0.239,0.024,0.757,0.243,42,22,RB22,49,43,12.0,VALUE,Injury Risk
Tee Higgins,WR,CIN,27.0,6.0,Active,6.0,6801,4239993.0,32703.0,7963b029-5de4-4541-b00a-44eefe4349af,00-0036410,0.0,0.0,0.0,0.0,0.0,73.0,911.0,10.0,109.0,0.0,0.0,0.0,0.0,0.0,59.0,846.0,11.0,98.0,0.791,0.174,0.809,0.161,37.0,38.0,31.0,4.0,4 out of 5 stars,221.3,221.36,23.539,244.899,37.036,27.0,16.063,9.415,0.222,0.074,0.586,False,,0.827,169.499,313.172,127.349,357.896,0.218,0.248,0.192,0.035,0.658,0.342,45,18,WR18,40,44,-7.0,fair,Injury Risk
Davante Adams,WR,LAR,33.0,11.0,Active,12.0,2133,16800.0,27581.0,e7d6ae25-bf15-4660-8b37-c37716551de3,00-0031381,0.0,0.0,0.0,0.0,0.0,85.0,1063.0,8.0,141.0,0.0,0.0,0.0,0.0,0.0,60.0,789.0,14.0,114.0,0.918,0.194,0.714,0.196,50.0,47.0,49.0,5.0,1 out of 5 stars,222.1,221.92,22.362,244.282,36.419,28.0,16.507,8.21,0.357,0.036,0.497,False,,0.837,174.185,308.403,131.529,349.238,0.205,0.255,0.205,0.027,0.665,0.335,46,19,WR19,46,45,1.0,fair,Injury Risk
Jameson Williams,WR,DET,25.0,6.0,Active,4.0,8148,,,590adb00-5598-47ad-b6d4-16a6c5519847,00-0037240,0.0,0.0,61.0,1.0,11.0,58.0,1001.0,7.0,91.0,0.0,0.0,12.0,0.0,6.0,65.0,1117.0,7.0,102.0,0.795,0.174,0.902,0.185,52.0,51.0,51.0,5.0,4 out of 5 stars,217.2,217.26,25.497,242.757,34.894,32.0,13.503,8.376,0.219,0.219,0.62,False,,0.886,181.215,305.08,141.861,345.517,0.191,0.269,0.225,0.024,0.685,0.315,48,20,WR20,51,46,3.0,fair,Boom/Bust
Malik Nabers,WR,NYG,22.0,8.0,Active,2.0,11632,,,55ef2022-50c2-465b-839e-c0f4c9e7c55c,00-0039337,0.0,0.0,2.0,0.0,5.0,109.0,1204.0,7.0,170.0,0.0,0.0,0.0,0.0,0.0,18.0,271.0,2.0,35.0,0.906,0.307,0.795,0.07,37.0,37.0,29.0,4.0,4 out of 5 stars,224.3,224.37,25.922,250.292,42.429,19.0,17.3,9.817,0.316,0.105,0.567,False,,0.739,144.812,337.192,95.225,390.861,0.277,0.202,0.139,0.066,0.617,0.383,43,17,WR17,36,47,-6.0,fair,Injury Risk
Lamar Jackson,QB,BAL,29.0,13.0,Active,8.0,4881,3916387.0,31002.0,e06a9c07-453a-4bb0-a7e9-2c3a64166dad,00-0034796,4172.0,41.0,915.0,4.0,139.0,0.0,0.0,0.0,0.0,2549.0,21.0,349.0,2.0,67.0,0.0,0.0,0.0,0.0,0.965,,0.922,,50.5,49.0,32.0,4.0,3 out of 5 stars,324.6,371.348,30.876,402.224,35.308,30.0,26.041,11.236,0.633,0.133,0.431,False,,0.917,315.442,492.805,257.412,548.277,0.613,0.29,0.085,0.178,0.613,0.387,47,2,QB2,42,48,2.0,fair,Safe
Ladd McConkey,WR,LAC,24.0,7.0,Active,2.0,11635,,,473bc7e5-c393-4f21-9e49-3ffc16711238,00-0039915,0.0,0.0,0.0,0.0,0.0,82.0,1149.0,7.0,112.0,0.0,0.0,0.0,0.0,0.0,66.0,789.0,6.0,106.0,0.732,0.228,0.775,0.195,36.5,35.0,35.0,4.0,2 out of 5 stars,212.5,212.39,25.268,237.658,29.795,32.0,13.119,7.15,0.188,0.188,0.545,False,,0.931,184.185,294.234,154.327,329.505,0.156,0.283,0.248,0.014,0.686,0.314,52,22,WR22,45,49,-17.0,REACH,Balanced
Terry McLaurin,WR,WAS,30.0,7.0,Active,7.0,5927,3121422.0,31908.0,7e8c4641-2beb-4213-ba22-69fe0307005f,00-0035659,0.0,0.0,2.0,0.0,2.0,82.0,1096.0,13.0,117.0,0.0,0.0,0.0,0.0,0.0,38.0,582.0,3.0,60.0,0.805,0.232,0.704,0.139,43.0,44.0,41.0,5.0,2 out of 5 stars,214.8,214.89,24.075,238.965,31.102,27.0,14.222,7.161,0.259,0.148,0.504,False,,0.871,178.822,298.998,141.9,336.859,0.172,0.268,0.231,0.02,0.671,0.329,51,21,WR21,48,50,-7.0,fair,Balanced
Drake Maye,QB,NE,23.0,11.0,Active,2.0,11564,,,d0c0630e-8925-4b81-a32b-e4146d95f01f,00-0039851,2276.0,15.0,421.0,2.0,54.0,0.0,0.0,0.0,0.0,4394.0,31.0,450.0,4.0,103.0,1.0,2.0,0.0,1.0,0.805,,0.958,,60.0,61.0,33.0,4.0,2 out of 5 stars,326.9,373.088,27.165,400.253,33.337,30.0,21.037,8.62,0.3,0.1,0.41,False,,0.911,313.75,493.686,261.712,548.861,0.607,0.302,0.081,0.18,0.607,0.393,49,3,QB3,43,51,12.0,VALUE,Safe
Kyle Pitts,TE,ATL,25.0,11.0,Active,5.0,7553,,,1f3deb24-9ff8-4769-8f42-825eff7742f6,00-0036970,0.0,0.0,0.0,0.0,0.0,47.0,602.0,4.0,74.0,0.0,0.0,0.0,0.0,0.0,88.0,928.0,5.0,118.0,0.62,0.137,0.88,0.227,93.0,91.0,80.0,7.0,3 out of 5 stars,195.8,195.71,23.995,219.705,33.084,34.0,10.059,8.724,0.206,0.265,0.867,False,,0.964,162.123,279.128,132.434,318.724,0.648,0.253,0.048,0.191,0.648,0.352,50,5,TE5,62,52,41.0,VALUE,Boom/Bust
Harold Fannin,TE,CLE,21.0,11.0,Active,1.0,12506,,,8bdf2df7-b51c-4404-b153-8dc62b1e0845,00-0040663,,,,,,,,,,0.0,0.0,13.0,1.0,7.0,72.0,731.0,6.0,107.0,,,0.759,0.205,95.5,97.0,67.0,6.0,3 out of 5 stars,191.0,191.08,23.753,214.833,28.212,16.0,11.775,5.743,0.25,0.0,0.488,False,,0.92,167.174,264.449,138.653,295.959,0.656,0.255,0.035,0.14,0.656,0.344,54,6,TE6,58,53,43.0,VALUE,Balanced
Emeka Egbuka,WR,TB,23.0,10.0,Active,1.0,12514,,,00cea287-1fa0-4584-803f-59f546ef8722,00-0040129,,,,,,,,,,0.0,0.0,9.0,0.0,2.0,63.0,938.0,6.0,127.0,,,0.776,0.235,37.5,39.0,43.0,5.0,4 out of 5 stars,210.9,210.87,22.845,233.715,25.852,17.0,11.394,8.137,0.235,0.294,0.714,False,,0.947,177.461,292.724,146.024,330.204,0.153,0.262,0.236,0.016,0.652,0.348,57,23,WR23,52,54,-18.0,REACH,Boom/Bust
Bhayshul Tuten,RB,JAX,23.0,7.0,Active,1.0,12490,,,26d4b13e-a555-4519-9356-cd16c65384e7,00-0040719,,,,,,,,,,0.0,0.0,307.0,5.0,83.0,10.0,79.0,2.0,14.0,,,0.211,0.026,56.5,57.0,74.0,7.0,4 out of 5 stars,208.4,208.01,47.537,255.547,28.902,15.0,6.04,4.726,0.0,0.533,0.783,False,,0.867,180.493,324.641,142.259,372.987,0.191,0.346,0.288,0.021,0.7,0.3,53,23,RB23,60,55,4.0,fair,Boom/Bust
Jalen Hurts,QB,PHI,27.0,10.0,Active,6.0,6904,4040715.0,32723.0,64bd0f02-6a5d-407e-98f1-fd02048ea21d,00-0036389,2903.0,18.0,630.0,14.0,150.0,0.0,0.0,0.0,0.0,3224.0,25.0,421.0,8.0,105.0,0.0,0.0,0.0,0.0,0.916,,0.976,,74.5,73.0,54.0,6.0,5 out of 5 stars,322.5,363.574,28.432,392.006,25.09,31.0,23.167,9.082,0.387,0.129,0.392,False,,0.941,313.551,478.604,264.856,531.093,0.59,0.32,0.078,0.149,0.59,0.41,58,5,QB5,55,56,15.0,VALUE,Safe
Luther Burden,WR,CHI,22.0,10.0,Active,1.0,12519,,,a4c21977-c9d1-40f8-abee-0862dfab9195,00-0040735,,,,,,,,,,0.0,0.0,37.0,0.0,6.0,47.0,652.0,2.0,60.0,,,0.397,0.113,42.0,43.0,46.0,5.0,3 out of 5 stars,206.6,206.41,25.318,231.728,23.866,15.0,8.527,7.541,0.067,0.4,0.884,False,,0.907,166.032,294.856,130.318,339.146,0.161,0.229,0.208,0.025,0.598,0.402,59,24,WR24,53,57,-16.0,REACH,Boom/Bust
TreVeyon Henderson,RB,NE,23.0,11.0,Active,1.0,12529,,,0d9788e6-03ee-416d-8ba2-deb57037d209,00-0040734,,,,,,,,,,0.0,0.0,911.0,9.0,180.0,35.0,221.0,1.0,42.0,,,0.459,0.087,53.0,52.0,59.0,6.0,2 out of 5 stars,201.6,201.64,48.679,250.319,23.674,17.0,12.247,9.523,0.176,0.294,0.778,False,,0.907,183.346,317.259,148.282,362.093,0.169,0.355,0.311,0.015,0.703,0.297,60,24,RB24,59,58,-8.0,fair,Boom/Bust
Alec Pierce,WR,IND,26.0,13.0,Active,4.0,8142,,,a67ee8f8-e9de-4fb9-90b6-edca2f83f6d8,00-0037664,0.0,0.0,0.0,0.0,0.0,37.0,824.0,7.0,69.0,0.0,0.0,0.0,0.0,0.0,47.0,1003.0,6.0,84.0,0.801,0.14,0.859,0.158,82.0,81.0,71.0,7.0,4 out of 5 stars,207.2,207.29,23.459,230.749,22.887,31.0,11.119,8.24,0.161,0.355,0.741,False,,0.933,172.731,290.106,140.742,327.881,0.146,0.25,0.232,0.017,0.627,0.373,61,25,WR25,64,59,20.0,VALUE,Boom/Bust
Rome Odunze,WR,CHI,24.0,10.0,Active,2.0,11620,,,f64694e0-0381-11ef-973d-5176a0ecbee4,00-0039919,0.0,0.0,15.0,0.0,3.0,54.0,734.0,3.0,101.0,0.0,0.0,0.0,0.0,0.0,44.0,661.0,6.0,90.0,0.836,0.192,0.881,0.169,58.5,60.0,61.0,6.0,3 out of 5 stars,209.9,210.15,20.491,230.641,22.778,29.0,10.103,7.646,0.138,0.448,0.757,False,,0.886,166.681,293.015,132.855,333.157,0.154,0.232,0.223,0.021,0.609,0.391,62,26,WR26,63,60,-2.0,fair,Boom/Bust
DJ Moore,WR,BUF,29.0,7.0,Active,8.0,4983,3915416.0,30994.0,d8202e6d-d03b-4cd1-a793-ff8fd39d9755,00-0034827,0.0,0.0,75.0,0.0,14.0,98.0,966.0,6.0,140.0,2.0,1.0,79.0,1.0,15.0,50.0,682.0,6.0,85.0,0.938,0.266,0.848,0.16,54.5,55.0,52.0,6.0,4 out of 5 stars,205.0,205.33,23.53,228.86,20.997,34.0,12.126,7.87,0.235,0.265,0.649,False,,0.968,176.825,285.661,146.973,319.768,0.13,0.255,0.255,0.012,0.64,0.36,65,27,WR27,61,61,-10.0,fair,Boom/Bust
Jayden Daniels,QB,WAS,25.0,7.0,Active,2.0,11566,,,bab8c65a-9fff-410d-8e34-dc2f636d890e,00-0039910,3568.0,25.0,891.0,6.0,148.0,0.0,0.0,0.0,0.0,1262.0,8.0,278.0,2.0,58.0,0.0,0.0,0.0,0.0,0.909,,0.903,,65.0,65.0,58.0,6.0,2 out of 5 stars,324.5,361.626,32.525,394.151,27.236,24.0,22.171,10.622,0.333,0.167,0.479,False,,0.823,277.471,504.618,209.253,573.418,0.549,0.299,0.14,0.199,0.549,0.451,55,4,QB4,54,62,10.0,fair,Injury Risk
Jaylen Waddle,WR,DEN,27.0,10.0,Active,5.0,7526,,,0ff9a975-669d-4851-a95d-ab28d9fc29c4,00-0036613,0.0,0.0,12.0,0.0,4.0,58.0,744.0,2.0,83.0,8.0,0.0,28.0,0.0,2.0,64.0,910.0,6.0,100.0,0.787,0.146,0.776,0.216,46.0,46.0,39.0,5.0,2 out of 5 stars,203.7,203.77,23.9,227.67,19.807,31.0,10.959,6.886,0.097,0.194,0.628,False,,0.897,169.501,284.306,136.254,322.588,0.13,0.239,0.236,0.014,0.605,0.395,67,28,WR28,56,63,-21.0,REACH,Boom/Bust
Brandon Aubrey,K,DAL,31.0,14.0,Active,3.0,11533,,,110e6fe0-1c34-11ee-8294-af17faac15de,00-0037692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,193.0,10.0,2 out of 5 stars,153.0,42.8,135.135,177.935,26.306,34.0,11.724,6.481,0.353,0.088,0.553,False,,0.988,141.436,220.341,120.543,243.985,0.703,0.221,0.076,0.279,0.703,0.297,56,1,K1,94,64,,,Balanced
Courtland Sutton,WR,DEN,30.0,10.0,Active,8.0,5045,3128429.0,31010.0,b55ae5ba-593f-4560-9cab-14e10698e01d,00-0034348,30.0,1.0,0.0,0.0,0.0,81.0,1081.0,8.0,135.0,0.0,0.0,0.0,0.0,0.0,74.0,1017.0,7.0,124.0,0.852,0.246,0.854,0.212,78.0,77.0,72.0,7.0,2 out of 5 stars,204.4,204.28,22.216,226.496,18.633,33.0,14.0,7.154,0.182,0.182,0.511,False,,0.929,178.327,280.54,147.744,311.999,0.112,0.258,0.262,0.007,0.632,0.368,69,29,WR29,66,65,8.0,fair,Balanced
Travis Kelce,TE,KC,36.0,5.0,Active,13.0,1466,15847.0,26686.0,c3859e06-5f23-4302-a71b-04820a899d5f,00-0030506,0.0,0.0,1.0,0.0,1.0,97.0,823.0,3.0,133.0,0.0,0.0,1.0,0.0,1.0,76.0,851.0,5.0,108.0,0.846,0.233,0.819,0.197,118.5,119.0,101.0,8.0,4 out of 5 stars,185.7,185.94,22.831,208.771,22.15,33.0,11.776,6.912,0.303,0.121,0.587,False,,0.824,144.729,267.089,108.587,304.493,0.57,0.275,0.089,0.155,0.57,0.43,64,7,TE7,71,66,55.0,VALUE,Injury Risk
Sam LaPorta,TE,DET,25.0,6.0,Active,3.0,10859,,,3059f1e5-1871-4458-9e90-9b9917874c61,00-0039065,0.0,0.0,0.0,0.0,0.0,60.0,726.0,7.0,83.0,0.0,0.0,0.0,0.0,0.0,40.0,489.0,3.0,49.0,0.849,0.159,0.907,0.089,96.0,98.0,90.0,7.0,3 out of 5 stars,183.0,183.33,21.787,205.117,18.496,25.0,11.26,5.654,0.32,0.08,0.502,False,,0.858,151.572,258.922,118.087,291.77,0.573,0.298,0.067,0.125,0.573,0.427,70,8,TE8,72,67,28.0,VALUE,Balanced
Jason Myers,K,SEA,35.0,11.0,Active,11.0,2747,2473037.0,28378.0,7af4c94b-529b-4403-ab66-2bfed3fcf0c7,00-0031492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,204.0,11.0,4 out of 5 stars,150.4,41.0,133.216,174.216,22.586,34.0,10.324,5.227,0.294,0.147,0.506,False,,0.978,138.087,214.512,116.052,238.487,0.676,0.238,0.086,0.246,0.676,0.324,63,2,K2,101,68,,,Balanced
Joe Burrow,QB,CIN,29.0,6.0,Active,6.0,6770,3915511.0,32671.0,3023ac10-4e7f-425f-9fc5-2b8e6332c92e,00-0036442,4918.0,43.0,201.0,2.0,42.0,0.0,0.0,0.0,0.0,1809.0,17.0,41.0,0.0,14.0,0.0,0.0,0.0,0.0,0.995,,0.878,,57.0,58.0,44.0,5.0,3 out of 5 stars,310.6,365.85,21.474,387.324,20.408,25.0,25.491,11.127,0.48,0.16,0.436,False,,0.788,256.636,501.669,184.899,572.993,0.514,0.296,0.176,0.195,0.514,0.486,66,6,QB6,57,69,-8.0,fair,Injury Risk
Tony Pollard,RB,TEN,29.0,9.0,Active,7.0,5967,3916148.0,31960.0,33b0227d-4c21-4e71-b4cd-be35f7db9123,00-0035261,0.0,0.0,1079.0,5.0,260.0,41.0,238.0,0.0,57.0,0.0,0.0,1082.0,5.0,242.0,33.0,206.0,0.0,41.0,0.678,0.112,0.625,0.077,77.5,76.0,89.0,7.0,3 out of 5 stars,191.1,191.4,47.748,239.148,12.503,33.0,11.955,5.488,0.061,0.121,0.459,False,,0.857,176.498,300.9,135.874,338.735,0.122,0.353,0.333,0.006,0.666,0.334,72,25,RB25,73,70,4.0,fair,Balanced
Marvin Harrison,WR,ARI,23.0,14.0,Active,2.0,11628,,,e8da21a8-796d-48a2-b644-57d08983ae01,00-0039849,0.0,0.0,0.0,0.0,0.0,62.0,885.0,8.0,116.0,0.0,0.0,0.0,0.0,0.0,41.0,608.0,4.0,73.0,0.786,0.222,0.712,0.118,67.0,68.0,70.0,6.0,2 out of 5 stars,197.2,197.13,21.674,218.804,10.941,29.0,11.183,7.491,0.103,0.345,0.67,False,,0.886,161.981,274.498,129.095,311.349,0.108,0.215,0.234,0.01,0.557,0.443,74,30,WR30,69,71,-6.0,fair,Boom/Bust
Jaylen Warren,RB,PIT,27.0,9.0,Active,4.0,8228,,,7e397190-ca24-11ec-9f1c-b7114d38a85b,00-0037228,0.0,0.0,511.0,1.0,120.0,38.0,310.0,0.0,47.0,0.0,0.0,958.0,6.0,211.0,40.0,333.0,2.0,45.0,0.449,0.102,0.508,0.086,69.5,70.0,64.0,6.0,2 out of 5 stars,192.5,192.62,43.92,236.54,9.895,31.0,11.071,5.784,0.032,0.161,0.522,False,,0.884,179.013,295.083,144.937,332.524,0.108,0.357,0.357,0.005,0.67,0.33,76,27,RB27,67,72,-6.0,fair,Balanced
DK Metcalf,WR,PIT,28.0,9.0,Active,7.0,5846,4047650.0,31896.0,754faf0f-40f7-45f0-b23b-6ce990ecaf26,00-0035640,0.0,0.0,0.0,0.0,0.0,66.0,992.0,5.0,108.0,0.0,0.0,12.0,1.0,2.0,59.0,850.0,6.0,99.0,0.86,0.19,0.873,0.19,73.0,72.0,73.0,7.0,3 out of 5 stars,194.7,194.31,22.41,216.72,8.857,30.0,12.747,6.141,0.133,0.1,0.482,False,,0.909,168.125,269.477,139.327,299.252,0.082,0.226,0.26,0.005,0.568,0.432,79,32,WR32,70,73,-7.0,fair,Balanced
Ka'imi Fairbairn,K,HOU,32.0,8.0,Active,10.0,3451,2971573.0,29792.0,203b60aa-cb94-499c-a4ca-d3c6b94dddc4,00-0032726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,203.0,11.0,2 out of 5 stars,144.5,31.4,139.358,170.758,19.129,32.0,11.844,6.258,0.406,0.094,0.528,False,,0.906,130.967,211.856,107.087,237.059,0.628,0.264,0.108,0.227,0.628,0.372,68,3,K3,106,74,,,Balanced
David Montgomery,RB,HOU,29.0,8.0,Active,7.0,5892,4035538.0,31905.0,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,00-0035685,3.0,1.0,775.0,12.0,185.0,36.0,341.0,0.0,38.0,3.0,1.0,716.0,8.0,158.0,24.0,192.0,0.0,29.0,0.419,0.073,0.371,0.053,50.5,48.0,66.0,6.0,4 out of 5 stars,192.0,191.6,45.04,236.64,9.995,31.0,12.73,6.674,0.161,0.161,0.524,False,,0.798,156.883,306.993,113.408,351.774,0.147,0.305,0.291,0.013,0.611,0.389,75,26,RB26,68,75,-27.0,REACH,Injury Risk
Mike Evans,WR,SF,32.0,8.0,Active,12.0,2216,16737.0,27535.0,c48c21d9-0ae5-478c-ad34-30a660cfa9b8,00-0031408,0.0,0.0,0.0,0.0,0.0,74.0,1004.0,11.0,110.0,0.0,0.0,0.0,0.0,0.0,30.0,368.0,3.0,62.0,0.716,0.195,0.656,0.115,54.0,53.0,50.0,5.0,2 out of 5 stars,196.5,196.37,21.172,217.542,9.679,22.0,14.782,9.157,0.273,0.182,0.619,False,,0.782,138.539,285.348,98.741,328.276,0.14,0.195,0.186,0.021,0.52,0.48,78,31,WR31,65,76,-25.0,REACH,Injury Risk
